,Company,Bar_Name,Reference_Number,Review_Date,Cocoa_Percentage,Company_Location,Rating,Bean_Type,Country,Flavor_Rating,Clusters,Cluster_Color
449,Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,Unknown,Ecuador,Unpleasant,2,Dark Purple
450,Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,São Tomé and Príncipe,Praiseworthy,3,Black
451,Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,Satisfactory,3,Black
452,Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,Satisfactory,3,Black
453,Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,Satisfactory,3,Black
454,Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,Disappointing,3,Black
455,Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,Trinidad and Tobago,Satisfactory,3,Black
456,Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica,Satisfactory,3,Black
457,Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela,Satisfactory,3,Black
458,Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,Peru,Satisfactory,3,Black
459,Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,Peru,Satisfactory,0,Pink
460,Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela,Satisfactory,3,Black
461,Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela,Praiseworthy,3,Black
462,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,Mexico,Satisfactory,3,Black
463,Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo (Porcelana),Venezuela,Satisfactory,3,Black
464,Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,Madagascar,Satisfactory,3,Black
465,Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,Unknown,Unknown,Unpleasant,3,Black
466,Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,Disappointing,3,Black
467,Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu,Satisfactory,2,Dark Purple
468,Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,United Republic of Tanzania,Satisfactory,1,Light Purple
469,Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,Satisfactory,0,Pink
470,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji,Satisfactory,3,Black
471,Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,Satisfactory,0,Pink
472,Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,Satisfactory,1,Light Purple
473,Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,U.S.A.,3.25,Forastero (Nacional),Ecuador,Satisfactory,2,Dark Purple
474,Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,U.S.A.,3.75,Forastero (Nacional),Ecuador,Praiseworthy,3,Black
475,Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,Unknown,Australia,Satisfactory,3,Black
476,Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,Unknown,Australia,Satisfactory,3,Black
477,Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory,3,Black
478,Damson,Robson Estate,1610,2015,70.0,U.K.,3.0,Trinitario,Trinidad and Tobago,Satisfactory,3,Black
479,Damson,Los Rios,1610,2015,70.0,U.K.,3.5,Unknown,Ecuador,Satisfactory,3,Black
480,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,U.K.,2.25,Unknown,Grenada,Disappointing,3,Black
481,Damson,O'Payo,1666,2015,70.0,U.K.,2.75,Unknown,Nicaragua,Satisfactory,3,Black
482,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,U.S.A.,3.75,Unknown,Unknown,Praiseworthy,3,Black
483,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,U.S.A.,3.0,Trinitario,Belize,Satisfactory,3,Black
484,Dandelion,Maya Mountain,1219,2014,70.0,U.S.A.,3.5,Trinitario,Belize,Satisfactory,3,Black
485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory,3,Black
486,Dandelion,Buto,1303,2014,70.0,U.S.A.,2.75,Unknown,Liberia,Satisfactory,3,Black
487,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy,3,Black
488,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory,3,Black
489,Dandelion,Patanemo,1026,2013,70.0,U.S.A.,3.25,Unknown,Venezuela,Satisfactory,3,Black
490,Dandelion,"Mantuano, 2012",1085,2013,70.0,U.S.A.,3.5,Unknown,Venezuela,Satisfactory,3,Black
491,Dandelion,Papua New Guinea,1153,2013,70.0,U.S.A.,3.5,Unknown,Papua New Guinea,Satisfactory,3,Black
492,Dandelion,Upala,805,2012,70.0,U.S.A.,3.0,Unknown,Costa Rica,Satisfactory,3,Black
493,Dandelion,Colombian,805,2012,70.0,U.S.A.,3.25,Unknown,Colombia,Satisfactory,3,Black
494,Dandelion,"Elvesia, 2011",915,2012,70.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy,3,Black
495,Dandelion,Dominican Republic,654,2011,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
496,Dandelion,Madagascar,654,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar,Satisfactory,3,Black
497,Dandelion,Tanzania,654,2011,70.0,U.S.A.,3.25,Unknown,United Republic of Tanzania,Satisfactory,3,Black
498,Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,Unknown,Guatemala,Satisfactory,1,Light Purple
499,Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,Satisfactory,1,Light Purple
500,Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,Unknown,Guatemala,Praiseworthy,3,Black
501,Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,Madagascar,Praiseworthy,3,Black
502,Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,Guatemala,Premium,3,Black
503,Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,Unknown,Guatemala,Satisfactory,3,Black
504,Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,Unknown,Guatemala,Satisfactory,0,Pink
505,Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala,Satisfactory,1,Light Purple
506,Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala,Satisfactory,0,Pink
507,DAR,"Venezuela, batch 122",1920,2016,72.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory,3,Black
508,DAR,Vietnam,1920,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam,Satisfactory,3,Black
509,DAR,"DUO, batch 002",1920,2016,70.0,U.S.A.,3.25,Unknown,"Ecuador, Costa Rica",Satisfactory,3,Black
510,Dark Forest,Bolivia,1708,2016,75.0,U.S.A.,3.25,Unknown,Bolivia,Satisfactory,1,Light Purple
511,Dark Forest,Madagascar,1550,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory,3,Black
512,Dark Forest,Ocumare,1550,2015,70.0,U.S.A.,3.25,Unknown,Venezuela,Satisfactory,3,Black
513,Dark Forest,Tanzania,1554,2015,70.0,U.S.A.,3.0,Unknown,United Republic of Tanzania,Satisfactory,3,Black
514,Dark Forest,Ecuador,1554,2015,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory,3,Black
515,Davis,Ghana,1093,2013,70.0,U.S.A.,2.5,Forastero,Ghana,Disappointing,3,Black
516,Davis,Rainforest,1093,2013,70.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory,3,Black
517,Davis,Venezuela,1093,2013,70.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory,3,Black
518,Davis,West Africa,907,2012,58.0,U.S.A.,3.25,Forastero,West Africa,Satisfactory,0,Pink
519,De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,Unknown,Brazil,Satisfactory,3,Black
520,De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,Unknown,Brazil,Satisfactory,0,Pink
521,De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,Uganda,Disappointing,3,Black
522,De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,Unknown,Madagascar,Satisfactory,3,Black
523,Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,U.S.A.,2.5,Trinitario,Madagascar,Disappointing,0,Pink
524,Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,U.S.A.,3.0,Unknown,Costa Rica,Satisfactory,0,Pink
525,Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,U.S.A.,3.0,Unknown,Ecuador,Satisfactory,3,Black
526,Dean and Deluca (Belcolade),Ghana,175,2007,60.0,U.S.A.,3.0,Forastero,Ghana,Satisfactory,0,Pink
527,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,U.S.A.,3.0,Unknown,Papua New Guinea,Satisfactory,0,Pink
528,Dean and Deluca (Belcolade),Peru,180,2007,64.0,U.S.A.,3.0,Unknown,Peru,Satisfactory,0,Pink
529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,Unknown,Papua New Guinea,Satisfactory,0,Pink
530,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,Unknown,Venezuela,Praiseworthy,0,Pink
531,Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,Unknown,United Republic of Tanzania,Disappointing,3,Black
532,DeVries,Bolivian,241,2008,80.0,U.S.A.,2.75,Unknown,Bolivia,Satisfactory,1,Light Purple
533,DeVries,Costa Rica,166,2007,77.0,U.S.A.,3.5,Trinitario,Costa Rica,Satisfactory,1,Light Purple
534,DeVries,Dominican Republic,166,2007,77.0,U.S.A.,3.5,Unknown,Dominican Republic,Satisfactory,1,Light Purple
535,Dick Taylor,Lanquin Estate,1952,2017,70.0,U.S.A.,3.75,Unknown,Guatemala,Praiseworthy,3,Black
536,Dick Taylor,Tien Giang,1864,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam,Satisfactory,1,Light Purple
537,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,U.S.A.,3.75,Unknown,Bolivia,Praiseworthy,3,Black
538,Dick Taylor,Elvesia,1235,2014,74.0,U.S.A.,3.5,Unknown,Dominican Republic,Satisfactory,1,Light Purple
539,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory,3,Black
540,Dick Taylor,Camino Verde,1193,2013,76.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory,1,Light Purple
541,Dick Taylor,Bolivia,895,2012,75.0,U.S.A.,2.75,Unknown,Bolivia,Satisfactory,1,Light Purple
542,Dick Taylor,Belize,955,2012,72.0,U.S.A.,2.75,Trinitario,Belize,Satisfactory,3,Black
543,Dick Taylor,Sambirano,661,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar,Satisfactory,1,Light Purple
544,Dick Taylor,Sambirano,661,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory,3,Black
545,Dick Taylor,Mantuano,682,2011,75.0,U.S.A.,2.75,Criollo,Venezuela,Satisfactory,1,Light Purple
546,Dick Taylor,La Red,769,2011,74.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory,1,Light Purple
547,Dick Taylor,Ecuador,769,2011,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory,3,Black
548,Doble & Bignall,Puerto Cabello,1688,2015,85.0,U.K.,3.0,Unknown,Venezuela,Satisfactory,2,Dark Purple
549,Doble & Bignall,"Panama, Raven",1371,2014,72.0,U.K.,3.25,Unknown,Panama,Satisfactory,3,Black
550,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,U.K.,3.25,Trinitario,Venezuela,Satisfactory,3,Black
551,Doble & Bignall,Johe,1407,2014,72.0,U.K.,3.5,"Criollo, Trinitario",Nicaragua,Satisfactory,3,Black
552,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,U.S.A.,3.75,Unknown,United States of America,Praiseworthy,3,Black
553,Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,West Africa,Satisfactory,2,Dark Purple
554,Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,Unknown,Unknown,Unpleasant,3,Black
555,Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,Unknown,Ecuador,Praiseworthy,3,Black
556,Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela,Praiseworthy,3,Black
557,Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela,Satisfactory,2,Dark Purple
558,Domori,Morogoro,863,2012,70.0,Italy,3.5,Unknown,United Republic of Tanzania,Satisfactory,3,Black
559,Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela,Praiseworthy,3,Black
560,Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela,Satisfactory,3,Black
561,Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela,Satisfactory,3,Black
562,Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela,Satisfactory,3,Black
563,Domori,Teyuna,272,2008,70.0,Italy,3.0,Unknown,Colombia,Satisfactory,3,Black
564,Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend,Unknown,Satisfactory,1,Light Purple
565,Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend,Unknown,Praiseworthy,3,Black
566,Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,Premium,3,Black
567,Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela,Satisfactory,1,Light Purple
568,Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,Satisfactory,0,Pink
569,Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar,Satisfactory,3,Black
570,Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar,Satisfactory,3,Black
571,Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,Praiseworthy,3,Black
572,Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador,Premium,3,Black
573,Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela,Premium,3,Black
574,Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,Satisfactory,3,Black
575,Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru,Satisfactory,3,Black
576,Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,Satisfactory,3,Black
577,Dormouse,Non Pariel Estate,1880,2016,75.0,U.K.,2.75,Trinitario,Grenada,Satisfactory,1,Light Purple
578,Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,U.K.,2.5,Trinitario,Venezuela,Disappointing,3,Black
579,Dormouse,"Colombia, Batch 9",1676,2015,80.0,U.K.,2.75,"Criollo, Trinitario",Colombia,Satisfactory,1,Light Purple
580,Dormouse,"Madagascar, Batch 8",1676,2015,77.0,U.K.,2.75,"Criollo, Trinitario",Madagascar,Satisfactory,1,Light Purple
581,Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,U.K.,4.0,Criollo,Guatemala,Premium,3,Black
582,Duffy's,"Chuno, Xoco",1331,2014,70.0,U.K.,3.5,Criollo,Nicaragua,Satisfactory,3,Black
583,Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,U.K.,3.75,Criollo,Nicaragua,Praiseworthy,1,Light Purple
584,Duffy's,Ocumare,923,2012,72.0,U.K.,3.75,Unknown,Venezuela,Praiseworthy,3,Black
585,Duffy's,"Indio Rojo, Xoco",623,2011,72.0,U.K.,3.75,Criollo,Honduras,Praiseworthy,3,Black
586,Duffy's,Dominican Republic,661,2011,65.0,U.K.,3.5,Unknown,Dominican Republic,Satisfactory,0,Pink
587,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,U.K.,3.0,Unknown,Panama,Satisfactory,3,Black
588,Duffy's,"Nicaliso, Xoco",697,2011,71.0,U.K.,3.25,Criollo,Nicaragua,Satisfactory,3,Black
589,Duffy's,Ocumare,765,2011,71.0,U.K.,3.5,Unknown,Venezuela,Satisfactory,3,Black
590,Duffy's,Panama,516,2010,70.0,U.K.,3.5,Unknown,Panama,Satisfactory,3,Black
591,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,U.K.,3.75,Unknown,Ecuador,Praiseworthy,3,Black
592,Duffy's,Star of Ecuador,523,2010,70.0,U.K.,2.5,Unknown,Ecuador,Disappointing,3,Black
593,Duffy's,Star of Peru,523,2010,70.0,U.K.,3.75,Unknown,Peru,Praiseworthy,3,Black
594,Dulcinea,Dominican Republic,1506,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
595,Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,Satisfactory,1,Light Purple
596,Durci,"Maranon, Joya Rara",1626,2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Satisfactory,3,Black
597,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela,Satisfactory,3,Black
598,Durci,Taino Secret,1630,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
599,Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela,Satisfactory,3,Black
600,Durci,Corona Arriba,1630,2015,70.0,U.S.A.,4.0,Unknown,Ecuador,Premium,3,Black
601,East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,Unknown,Peru,Satisfactory,3,Black
602,East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar,Satisfactory,3,Black
603,East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,Unknown,Dominican Republic,Praiseworthy,3,Black
604,Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,Unknown,Colombia,Satisfactory,3,Black
605,Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,Unknown,Colombia,Satisfactory,3,Black
606,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru,Satisfactory,3,Black
607,Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,Satisfactory,3,Black
608,El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,Unknown,Bolivia,Praiseworthy,1,Light Purple
609,El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,Unknown,Bolivia,Satisfactory,3,Black
610,El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,Unknown,Venezuela,Praiseworthy,3,Black
611,El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,Satisfactory,0,Pink
612,El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,Satisfactory,3,Black
613,El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,Disappointing,1,Light Purple
614,El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,Disappointing,0,Pink
615,El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,Satisfactory,0,Pink
616,El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,Satisfactory,3,Black
617,Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,Unknown,Saint Lucia,Satisfactory,0,Pink
618,Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,Unknown,Saint Lucia,Satisfactory,3,Black
619,Emily's,Patanemo,1450,2015,79.0,Japan,3.0,Unknown,Venezuela,Satisfactory,1,Light Purple
620,Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru,Satisfactory,1,Light Purple
621,ENNA,"Wampusirpi, batch 007",1916,2016,75.0,U.S.A.,3.25,Unknown,Honduras,Satisfactory,1,Light Purple
622,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,São Tomé and Príncipe,Satisfactory,1,Light Purple
623,Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam,Satisfactory,3,Black
624,Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam,Satisfactory,1,Light Purple
625,Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam,Satisfactory,1,Light Purple
626,Escazu,Rio Caribe,903,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela,Satisfactory,3,Black
627,Escazu,Guapiles,414,2009,65.0,U.S.A.,2.0,Unknown,Costa Rica,Unpleasant,0,Pink
628,Escazu,Carenero Superior,423,2009,81.0,U.S.A.,3.5,Criollo,Venezuela,Satisfactory,1,Light Purple
629,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,U.S.A.,2.75,Unknown,"Cost Rica, Ven",Satisfactory,1,Light Purple
630,Escazu,Ocumare,252,2008,72.0,U.S.A.,3.0,Criollo,Venezuela,Satisfactory,3,Black
631,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,U.S.A.,2.5,Unknown,"Peru, Madagascar",Disappointing,0,Pink
632,Ethel's Artisan (Mars),Trinidad,666,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad and Tobago,Disappointing,0,Pink
633,Ethel's Artisan (Mars),Porcelana,666,2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela,Disappointing,3,Black
634,Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,U.S.A.,2.75,Unknown,Unknown,Satisfactory,0,Pink
635,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,U.S.A.,2.5,Unknown,"Venezuela, Trinidad",Disappointing,0,Pink
636,Ethereal,Belize,1275,2014,80.0,U.S.A.,3.0,Trinitario,Belize,Satisfactory,1,Light Purple
637,Ethereal,Ecuador,1275,2014,80.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory,1,Light Purple
638,Ethereal,Dominican Republic,1275,2014,80.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy,1,Light Purple
639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,U.S.A.,2.75,Unknown,Brazil,Satisfactory,1,Light Purple
640,Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,Unknown,Jamaica,Satisfactory,1,Light Purple
641,Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,Unknown,Venezuela,Disappointing,1,Light Purple
642,Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize,Satisfactory,1,Light Purple
643,Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada,Satisfactory,0,Pink
644,Felchlin,Supremo- SF,105,2006,62.0,Switzerland,2.0,Unknown,Unknown,Unpleasant,0,Pink
645,Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,Satisfactory,1,Light Purple
646,Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar,Satisfactory,0,Pink
647,Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela,Satisfactory,0,Pink
648,Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,Satisfactory,3,Black
649,Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,Premium,3,Black
650,Finca,Puerto Rico,1283,2014,65.0,U.S.A.,2.25,Unknown,Puerto Rico,Disappointing,0,Pink
651,Finca,Dominican Republic,1283,2014,80.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory,1,Light Purple
652,Finca,Dominican Republic,1283,2014,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
653,Finca,Dominican Republic,1287,2014,85.0,U.S.A.,2.5,Unknown,Dominican Republic,Disappointing,2,Dark Purple
654,Forever Cacao,Rio Eni,1267,2014,72.0,U.K.,2.75,Criollo,Peru,Satisfactory,3,Black
655,Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,Unknown,Dominican Republic,Satisfactory,3,Black
656,Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,Unknown,Dominican Republic,Satisfactory,1,Light Purple
657,Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,Unknown,Madagascar,Satisfactory,3,Black
658,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,Unknown,Ecuador,Satisfactory,1,Light Purple
659,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,United Republic of Tanzania,Praiseworthy,3,Black
660,Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,Unknown,Venezuela,Satisfactory,3,Black
661,Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,Unknown,Venezuela,Praiseworthy,3,Black
662,Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,Unknown,Venezuela,Praiseworthy,3,Black
663,Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,Unknown,Venezuela,Satisfactory,0,Pink
664,Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,Unknown,Costa Rica,Satisfactory,3,Black
665,Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,Unknown,Peru,Satisfactory,1,Light Purple
666,Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam,Satisfactory,1,Light Purple
667,Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana,Satisfactory,0,Pink
668,Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar,Satisfactory,0,Pink
669,French Broad,"Norandino, batch 161208",1940,2017,70.0,U.S.A.,3.5,Unknown,Peru,Satisfactory,3,Black
670,French Broad,Guatemala,1634,2015,73.0,U.S.A.,3.5,Unknown,Guatemala,Satisfactory,3,Black
671,French Broad,San Andres,1209,2014,80.0,U.S.A.,3.0,Unknown,Costa Rica,Satisfactory,1,Light Purple
