,Company,Bar_Name,Reference_Number,Review_Date,Cocoa_Percentage,Company_Location,Rating,Bean_Type,Country,Flavor_Rating
251,Bowler Man,Conacado,1271,2014,70.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory
252,Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70.0,U.S.A.,3.5,Criollo,Venezuela,Satisfactory
253,Brasstown aka It's Chocolate,"O'payo, Waslala",1868,2016,70.0,U.S.A.,3.75,Unknown,Nicaragua,Praiseworthy
254,Brasstown aka It's Chocolate,Conacado,1462,2015,68.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy
255,Brasstown aka It's Chocolate,Maya Mountain,1255,2014,70.0,U.S.A.,3.75,Trinitario,Belize,Praiseworthy
256,Brasstown aka It's Chocolate,Chuao,1355,2014,70.0,U.S.A.,4.0,Trinitario,Venezuela,Premium
257,Brasstown aka It's Chocolate,Cooproagro,1125,2013,72.0,U.S.A.,3.0,Trinitario,Dominican Republic,Satisfactory
258,Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory
259,Brasstown aka It's Chocolate,Ghana,1129,2013,75.0,U.S.A.,3.5,Forastero,Ghana,Satisfactory
260,Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85.0,U.S.A.,3.5,Trinitario,Venezuela,Satisfactory
261,Brazen,Elvesia P.,1514,2015,60.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory
262,Brazen,Elvesia P.,1514,2015,80.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
263,Brazen,"Alta Verapaz, 2014",1514,2015,70.0,U.S.A.,3.5,Unknown,Guatemala,Satisfactory
264,Brazen,Ambolikapiky P.,1518,2015,80.0,U.S.A.,2.75,Unknown,Madagascar,Satisfactory
265,Brazen,Maya Mountain,1518,2015,80.0,U.S.A.,3.25,Trinitario,Belize,Satisfactory
266,Brazen,Ambolikapkly P.,1518,2015,60.0,U.S.A.,3.25,Unknown,Madagascar,Satisfactory
267,Breeze Mill,Jamaica,1149,2013,70.0,U.S.A.,3.0,Trinitario,Jamaica,Satisfactory
268,Bright,Somia Plantation,1231,2014,72.0,Australia,3.0,Trinitario,Madagascar,Satisfactory
269,Bright,Marabel Farms,1231,2014,70.0,Australia,3.5,Unknown,Dominican Republic,Satisfactory
270,Bright,"Camino Verde, Balao, Guayas",1231,2014,72.0,Australia,3.5,Unknown,Ecuador,Satisfactory
271,Bright,Gran Couva,1235,2014,68.0,Australia,2.75,Trinitario,Trinidad and Tobago,Satisfactory
272,Britarev,Ecuador,1638,2015,70.0,Russia,3.25,Unknown,Ecuador,Satisfactory
273,Bronx Grrl Chocolate,Dominican Republic,1181,2013,68.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory
274,Burnt Fork Bend,Trinidad,1299,2014,72.0,U.S.A.,3.25,Trinitario,Trinidad and Tobago,Satisfactory
275,Burnt Fork Bend,Mindo,1299,2014,72.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory
276,Burnt Fork Bend,Belize,1303,2014,72.0,U.S.A.,3.25,Trinitario,Belize,Satisfactory
277,Burnt Fork Bend,Blend,1303,2014,72.0,U.S.A.,3.25,Blend,Unknown,Satisfactory
278,Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,60.0,U.S.A.,2.5,Unknown,Ecuador,Disappointing
279,Cacao Arabuco,Puerto Rico,1606,2015,70.0,Puerto Rico,2.5,Unknown,Puerto Rico,Disappointing
280,Cacao Atlanta,Tumbes,1215,2014,75.0,U.S.A.,2.5,Criollo,Peru,Disappointing
281,Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,75.0,U.S.A.,2.5,Unknown,Dominican Republic,Disappointing
282,Cacao Atlanta,Dominican Republic w/ nibs,502,2010,75.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory
283,Cacao Atlanta,Patanemo,600,2010,75.0,U.S.A.,2.25,Unknown,Venezuela,Disappointing
284,Cacao Barry,Grand 'Anse,1716,2016,65.0,France,3.5,"Trinitario, Criollo",Haiti,Satisfactory
285,Cacao Barry,Santo Domingo,586,2010,70.0,France,3.0,Unknown,Dominican Republic,Satisfactory
286,Cacao Barry,Tanzania,300,2008,75.0,France,2.0,Unknown,United Republic of Tanzania,Unpleasant
287,Cacao Barry,Venezuela,141,2007,72.0,France,2.0,Unknown,Venezuela,Unpleasant
288,Cacao Barry,Mexico,147,2007,66.0,France,3.0,Unknown,Mexico,Satisfactory
289,Cacao de Origen,Chuao,1688,2015,77.0,Venezuela,3.5,Trinitario,Venezuela,Satisfactory
290,Cacao de Origen,Rio Caribe,1692,2015,75.0,Venezuela,3.25,Trinitario,Venezuela,Satisfactory
291,Cacao de Origen,Agua Fria; Sucre region,1391,2014,75.0,Venezuela,2.5,Unknown,Venezuela,Disappointing
292,Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74.0,Venezuela,3.25,Unknown,Venezuela,Satisfactory
293,Cacao de Origen,"Chuao, Aragua region",1391,2014,75.0,Venezuela,3.5,Trinitario,Venezuela,Satisfactory
294,Cacao de Origen,"Chuao, Aragua region",1395,2014,70.0,Venezuela,3.75,Trinitario,Venezuela,Praiseworthy
295,Cacao de Origin,Hacienda la Trinidad,1668,2015,74.0,Venezuela,3.25,Unknown,Venezuela,Satisfactory
296,Cacao Hunters,Macondo,1816,2016,71.0,Colombia,3.75,Unknown,Colombia,Praiseworthy
297,Cacao Hunters,Perla Negra,1816,2016,74.0,Colombia,3.75,Unknown,Colombia,Praiseworthy
298,Cacao Hunters,Arhuacos,1662,2015,72.0,Colombia,3.75,Unknown,Colombia,Praiseworthy
299,Cacao Hunters,Sierra Nevada,1430,2014,64.0,Colombia,3.5,Unknown,Colombia,Satisfactory
300,Cacao Hunters,Tumaco,1430,2014,70.0,Colombia,3.5,Unknown,Colombia,Satisfactory
301,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69.0,Colombia,2.75,Unknown,Colombia,Satisfactory
302,Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25,Unknown,Colombia,Satisfactory
303,Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.0,U.S.A.,3.5,Trinitario,Honduras,Satisfactory
304,Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.0,U.S.A.,3.75,Criollo,Dominican Republic,Praiseworthy
305,Cacao Prieto,"Dominican Republicm, rustic",641,2011,72.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory
306,Cacao Prieto,Dominican Republic,641,2011,66.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy
307,Cacao Prieto,"Dominican Republic, rustic",647,2011,65.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
308,Cacao Sampaka,"Mahali, Kasai",1908,2016,70.0,Spain,3.5,Criollo,Congo,Satisfactory
309,Cacao Sampaka,Madagascar,508,2010,71.0,Spain,3.5,Trinitario,Madagascar,Satisfactory
310,Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75,Unknown,Ecuador,Praiseworthy
311,Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0,Unknown,Papua New Guinea,Premium
312,Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,Grenada,Satisfactory
313,Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,Unknown,Venezuela,Satisfactory
314,Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,Unknown,Venezuela,Satisfactory
315,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.0,Spain,4.0,Criollo,Mexico,Premium
316,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.0,Spain,4.0,Criollo,Mexico,Premium
317,Cacao Store,Madagascar,1684,2015,70.0,Japan,3.0,Trinitario,Madagascar,Satisfactory
318,Cacao Store,Peru,1684,2015,70.0,Japan,3.25,Unknown,Peru,Satisfactory
319,Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,Vietnam,Satisfactory
320,Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.0,Peru,3.25,Unknown,Peru,Satisfactory
321,Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Satisfactory
322,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Satisfactory
323,Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Disappointing
324,Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero (Arriba),Ecuador,Unpleasant
325,Callebaut,Grenade,296,2008,60.0,Belgium,2.75,Trinitario,Grenada,Satisfactory
326,Callebaut,Baking,141,2007,70.0,Belgium,1.0,Unknown,Ecuador,Unpleasant
327,C-Amaro,Cuba,1442,2014,75.0,Italy,2.5,Unknown,Cuba,Disappointing
328,C-Amaro,Dominican Republic,1442,2014,72.0,Italy,3.0,Unknown,Dominican Republic,Satisfactory
329,C-Amaro,"Lago di Como, Blu",1442,2014,70.0,Italy,3.5,Blend,Unknown,Satisfactory
330,C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,Unknown,Ecuador,Satisfactory
331,C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,Unknown,Venezuela,Satisfactory
332,C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,São Tomé and Príncipe,Disappointing
333,C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,Trinidad and Tobago,Disappointing
334,Cao,Porcelana,1804,2016,75.0,U.S.A.,2.5,Criollo,Venezuela,Disappointing
335,Cao,Tanzania,1804,2016,73.0,U.S.A.,2.75,Unknown,United Republic of Tanzania,Satisfactory
336,Cao,"Porcelana, Batch 5163",1804,2016,70.0,U.S.A.,3.0,Criollo,Venezuela,Satisfactory
337,Cao,Bolivia,1808,2016,75.0,U.S.A.,3.0,Unknown,Bolivia,Satisfactory
338,Cao,Brazil,1808,2016,70.0,U.S.A.,3.25,Trinitario,Brazil,Satisfactory
339,Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero (Arriba),Ecuador,Unpleasant
340,Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Disappointing
341,Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero (Arriba),Ecuador,Satisfactory
342,Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Satisfactory
343,Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador,Satisfactory
344,Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Satisfactory
345,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,Satisfactory
346,Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,Unknown,Papua New Guinea,Praiseworthy
347,Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,Unknown,Guatemala,Satisfactory
348,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,Unknown,Costa Rica,Satisfactory
349,Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,Unknown,Costa Rica,Satisfactory
350,Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica,Satisfactory
351,Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica,Satisfactory
352,Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,Satisfactory
353,Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,Satisfactory
354,Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,Satisfactory
355,Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,Satisfactory
356,Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,Satisfactory
357,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,U.S.A.,4.0,Trinitario,Belize,Premium
358,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,U.S.A.,3.5,Trinitario,Honduras,Satisfactory
359,Castronovo,"Duarte, Batch 360",1570,2015,70.0,U.S.A.,3.75,"Criollo, Trinitario",Dominican Republic,Praiseworthy
360,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,U.S.A.,3.5,Unknown,Venezuela,Satisfactory
361,Castronovo,Sierra Nevada,1347,2014,72.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,Satisfactory
362,Castronovo,Arauca,1371,2014,76.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia,Satisfactory
363,Castronovo,Elvesia P.,1407,2014,70.0,U.S.A.,2.75,Trinitario,Dominican Republic,Satisfactory
364,Castronovo,Bolivia,1101,2013,70.0,U.S.A.,3.0,Trinitario,Bolivia,Satisfactory
365,Castronovo,Conacado,1101,2013,73.0,U.S.A.,3.5,Trinitario,Dominican Republic,Satisfactory
366,Castronovo,San Martin,1105,2013,70.0,U.S.A.,2.5,Criollo,Peru,Disappointing
367,Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,U.S.A.,3.25,Unknown,Venezuela,Satisfactory
368,Castronovo,Nicaragua,1109,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua,Satisfactory
369,Castronovo,Tumbes,1153,2013,70.0,U.S.A.,2.75,Criollo,Peru,Satisfactory
370,Castronovo,Guaniamo,1153,2013,72.0,U.S.A.,3.0,Unknown,Venezuela,Satisfactory
371,Cello,Ecuador,1247,2014,70.0,U.S.A.,2.5,Unknown,Ecuador,Disappointing
372,Cello,Peru,1247,2014,70.0,U.S.A.,2.75,Unknown,Peru,Satisfactory
373,Cello,Venezuela,1251,2014,70.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory
374,Cello,Bolivia,1251,2014,70.0,U.S.A.,3.0,Unknown,Bolivia,Satisfactory
375,Cemoi,Equateur,404,2009,72.0,France,2.75,Unknown,Ecuador,Satisfactory
376,Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda,Satisfactory
377,Charm School,Maya Mtn,1900,2016,70.0,U.S.A.,3.25,Unknown,Belize,Satisfactory
378,Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador,Satisfactory
379,Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Satisfactory
380,Chequessett,la Amistad,1235,2014,70.0,U.S.A.,3.5,Unknown,Costa Rica,Satisfactory
381,Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,Unknown,Unknown,Satisfactory
382,Chocablog,Ecuador,1454,2015,70.0,U.K.,3.25,Unknown,Ecuador,Satisfactory
383,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize,Satisfactory
384,Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize,Satisfactory
385,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,Satisfactory
386,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Malaysia,Satisfactory
387,Chocolarder,Peru,1482,2015,65.0,U.K.,2.5,Criollo,Peru,Disappointing
388,Chocolarder,Peru + nibs,1482,2015,65.0,U.K.,2.75,Criollo,Peru,Satisfactory
389,Chocolarder,Dominican Republic,1514,2015,80.0,U.K.,2.5,Unknown,Dominican Republic,Disappointing
390,Chocola'te,Madagascar,647,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar,Praiseworthy
391,Chocola'te,Venezuela,647,2011,68.0,U.S.A.,3.75,Unknown,Venezuela,Praiseworthy
392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,U.S.A.,2.5,Unknown,Peru,Disappointing
393,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,U.S.A.,2.5,Unknown,Unknown,Disappointing
394,Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,U.S.A.,2.5,Unknown,Bolivia,Disappointing
395,Chocolate Con Amor,Uganda,1760,2016,70.0,U.S.A.,2.75,Unknown,Uganda,Satisfactory
396,Chocolate Con Amor,Dominican Republic,1764,2016,60.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory
397,Chocolate Con Amor,Dominican Republic,1764,2016,75.0,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory
398,Chocolate Con Amor,Ocumare,1764,2016,80.0,U.S.A.,3.0,Criollo (Ocumare),Venezuela,Satisfactory
399,Chocolate Con Amor,Ecuador,1764,2016,70.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory
400,Chocolate Con Amor,Nicaragua,1768,2016,80.0,U.S.A.,2.75,Unknown,Nicaragua,Satisfactory
401,Chocolate Conspiracy,Peru,1259,2014,74.0,U.S.A.,2.75,Unknown,Peru,Satisfactory
402,Chocolate Makers,Tres Hombres,1530,2015,75.0,Amsterdam,3.25,Trinitario,Dominican Republic,Satisfactory
403,Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Amsterdam,3.5,Forastero,Congo,Satisfactory
404,Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Amsterdam,3.75,Criollo,Peru,Praiseworthy
405,"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero (Nacional),Peru,Praiseworthy
406,"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,Venezuela,Praiseworthy
407,"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero (Nacional),Peru,Praiseworthy
408,"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,Forastero (Arriba),Ecuador,Disappointing
409,"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,Peru,Satisfactory
410,"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,Madagascar,Satisfactory
411,Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico,Disappointing
412,ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,Satisfactory
413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,Unknown,Mexico,Satisfactory
414,Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico,Satisfactory
415,Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar,Satisfactory
416,Chocovic,Kendari,439,2009,60.0,Spain,3.25,Unknown,Unknown,Satisfactory
417,Chocovic,Tarakan,439,2009,75.0,Spain,3.25,Unknown,Unknown,Satisfactory
418,Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,Satisfactory
419,Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador,Disappointing
420,Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,Disappointing
421,Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,Unknown,Satisfactory
422,Chocovivo,Tabasco,1522,2015,65.0,U.S.A.,2.5,Trinitario,Mexico,Disappointing
423,Chocovivo,Tabasco,1522,2015,75.0,U.S.A.,2.5,Trinitario,Mexico,Disappointing
424,Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,Disappointing
425,Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,Satisfactory
426,Choklat,Brazilian,377,2009,70.0,Canada,3.0,Unknown,Brazil,Satisfactory
427,Choklat,Brazilian,377,2009,80.0,Canada,3.0,Unknown,Brazil,Satisfactory
428,Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,Satisfactory
429,Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,Unknown,Martinique,Satisfactory
430,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,Unknown,Mexico,Satisfactory
431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero (Nacional),Peru,Praiseworthy
432,Chuao Chocolatier,Choroni,445,2009,61.0,U.S.A.,3.0,Criollo,Venezuela,Satisfactory
433,Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,U.S.A.,2.75,Trinitario,Venezuela,Satisfactory
434,Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,São Tomé and Príncipe,Praiseworthy
435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,São Tomé and Príncipe,Satisfactory
436,Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,São Tomé and Príncipe,Premium
437,Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,São Tomé and Príncipe,Unpleasant
438,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory
439,Coleman & Davis,Sambirano,1646,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory
440,Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,Unknown,Venezuela,Satisfactory
441,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,Satisfactory
442,Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,Unknown,Bolivia,Satisfactory
443,Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,Praiseworthy
444,Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero (Nacional),Ecuador,Satisfactory
445,Condor,Camino Verde,1630,2015,76.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory
446,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,U.S.A.,2.75,Trinitario,Vietnam,Satisfactory
447,Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero (Nacional),Ecuador,Satisfactory
448,Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,Satisfactory
449,Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,Unknown,Ecuador,Unpleasant
450,Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,São Tomé and Príncipe,Praiseworthy
451,Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,Satisfactory
452,Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,Satisfactory
453,Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,Satisfactory
454,Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,Disappointing
455,Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,Trinidad and Tobago,Satisfactory
456,Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica,Satisfactory
457,Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela,Satisfactory
458,Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,Peru,Satisfactory
459,Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,Peru,Satisfactory
460,Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela,Satisfactory
461,Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela,Praiseworthy
462,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,Mexico,Satisfactory
463,Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo (Porcelana),Venezuela,Satisfactory
464,Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,Madagascar,Satisfactory
465,Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,Unknown,Unknown,Unpleasant
466,Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,Disappointing
467,Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu,Satisfactory
468,Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,United Republic of Tanzania,Satisfactory
469,Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,Satisfactory
470,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji,Satisfactory
471,Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,Satisfactory
472,Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,Satisfactory
473,Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,U.S.A.,3.25,Forastero (Nacional),Ecuador,Satisfactory
474,Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,U.S.A.,3.75,Forastero (Nacional),Ecuador,Praiseworthy
475,Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,Unknown,Australia,Satisfactory
476,Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,Unknown,Australia,Satisfactory
477,Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory
478,Damson,Robson Estate,1610,2015,70.0,U.K.,3.0,Trinitario,Trinidad and Tobago,Satisfactory
479,Damson,Los Rios,1610,2015,70.0,U.K.,3.5,Unknown,Ecuador,Satisfactory
480,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,U.K.,2.25,Unknown,Grenada,Disappointing
481,Damson,O'Payo,1666,2015,70.0,U.K.,2.75,Unknown,Nicaragua,Satisfactory
482,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,U.S.A.,3.75,Unknown,Unknown,Praiseworthy
483,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,U.S.A.,3.0,Trinitario,Belize,Satisfactory
484,Dandelion,Maya Mountain,1219,2014,70.0,U.S.A.,3.5,Trinitario,Belize,Satisfactory
485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory
486,Dandelion,Buto,1303,2014,70.0,U.S.A.,2.75,Unknown,Liberia,Satisfactory
487,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy
488,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory
489,Dandelion,Patanemo,1026,2013,70.0,U.S.A.,3.25,Unknown,Venezuela,Satisfactory
490,Dandelion,"Mantuano, 2012",1085,2013,70.0,U.S.A.,3.5,Unknown,Venezuela,Satisfactory
491,Dandelion,Papua New Guinea,1153,2013,70.0,U.S.A.,3.5,Unknown,Papua New Guinea,Satisfactory
